Description_ID,Original_Description,Match_Rank,SKU,Product_Name,Brand,Color,Size,Confidence,Match_Reason,Text_Similarity,Attribute_Score,Extracted_Brand,Extracted_Color,Extracted_Size,Extracted_Subcategory,Extracted_Season
DESC0092,Looking for Urban Jacket Gray L,1,SKU1000006,Urban Jacket,Urban,Gray,L,89.15,Brand: Urban | Color: Gray | Size: L | Type: Jacket,81.92,100.0,Urban,Gray,L,Jacket,
DESC0092,Looking for Urban Jacket Gray L,2,SKU1000072,Urban Jacket,Urban,Black,XXL,60.14,Brand: Urban | Type: Jacket,70.61,44.44,Urban,Gray,L,Jacket,
DESC0092,Looking for Urban Jacket Gray L,3,SKU1000066,Urban Jacket,Urban,Olive,M,59.27,Brand: Urban | Type: Jacket,69.15,44.44,Urban,Gray,L,Jacket,
DESC0093,"After Black option in XXL, preferably Shorts.",1,SKU1000373,Classic Shorts,Classic,Black,XXL,71.38,Color: Black | Size: XXL | Type: Shorts,52.3,100.0,,Black,XXL,Shorts,
DESC0093,"After Black option in XXL, preferably Shorts.",2,SKU1000473,Elite Shorts,Elite,Burgundy,XXL,46.91,Size: XXL | Type: Shorts,37.15,61.54,,Black,XXL,Shorts,
DESC0093,"After Black option in XXL, preferably Shorts.",3,SKU1000343,Alpine Shorts,Alpine,Gray,XXL,45.22,Size: XXL | Type: Shorts,34.35,61.54,,Black,XXL,Shorts,
DESC0094,Elite Shorts in Burgundy size XXL,1,SKU1000473,Elite Shorts,Elite,Burgundy,XXL,93.6,Brand: Elite | Color: Burgundy | Size: XXL | Type: Shorts,89.33,100.0,Elite,Burgundy,XXL,Shorts,
DESC0094,Elite Shorts in Burgundy size XXL,2,SKU1000393,Elite Shorts,Elite,Burgundy,XS,69.9,Brand: Elite | Color: Burgundy | Type: Shorts,68.35,72.22,Elite,Burgundy,XXL,Shorts,
DESC0094,Elite Shorts in Burgundy size XXL,3,SKU1000423,Elite Shorts,Elite,Green,XXL,68.98,Brand: Elite | Size: XXL | Type: Shorts,66.81,72.22,Elite,Burgundy,XXL,Shorts,
DESC0095,Nordic Sundress in Burgundy size S,1,SKU1000593,Nordic Sundress,Nordic,Burgundy,S,88.32,Brand: Nordic | Color: Burgundy | Size: S | Type: Sundress,80.53,100.0,Nordic,Burgundy,S,Sundress,
DESC0095,Nordic Sundress in Burgundy size S,2,SKU1000533,Nordic Sundress,Nordic,Tan,S,69.35,Brand: Nordic | Size: S | Type: Sundress,67.43,72.22,Nordic,Burgundy,S,Sundress,
DESC0095,Nordic Sundress in Burgundy size S,3,SKU1000512,Nordic Sundress,Nordic,Gray,XL,56.04,Brand: Nordic | Type: Sundress,63.76,44.44,Nordic,Burgundy,S,Sundress,
DESC0096,"Do you have the Elste Ylazer in nayv, size XL?",1,SKU1000328,Classic Shorts,Classic,Beige,XL,50.59,Size: XL,17.64,100.0,,,XL,,
DESC0096,"Do you have the Elste Ylazer in nayv, size XL?",2,SKU1000724,Classic Heels,Classic,Olive,XL,50.54,Size: XL,17.56,100.0,,,XL,,
DESC0096,"Do you have the Elste Ylazer in nayv, size XL?",3,SKU1000143,Style Vest,Style,Burgundy,XL,50.42,Size: XL,17.37,100.0,,,XL,,
DESC0097,"Need size XL Shorts this season, any brand works.",1,SKU1000328,Classic Shorts,Classic,Beige,XL,72.35,Size: XL | Type: Shorts,53.91,100.0,,,XL,Shorts,
DESC0097,"Need size XL Shorts this season, any brand works.",2,SKU1000333,Essential Shorts,Essential,Blue,XL,66.95,Size: XL | Type: Shorts,44.92,100.0,,,XL,Shorts,
DESC0097,"Need size XL Shorts this season, any brand works.",3,SKU1000378,Modern Shorts,Modern,Gray,XL,66.9,Size: XL | Type: Shorts,44.84,100.0,,,XL,Shorts,
DESC0098,Do you stock Premium's sleeveless layer in that slate? I need L.,1,SKU1000145,Premium Coat,Premium,White,L,71.05,Brand: Premium | Size: L,51.75,100.0,Premium,,L,,
DESC0098,Do you stock Premium's sleeveless layer in that slate? I need L.,2,SKU1000120,Premium Jacket,Premium,Olive,L,66.42,Brand: Premium | Size: L,44.03,100.0,Premium,,L,,
DESC0098,Do you stock Premium's sleeveless layer in that slate? I need L.,3,SKU1000774,Premium Heels,Premium,Tan,L,65.51,Brand: Premium | Size: L,42.52,100.0,Premium,,L,,
DESC0099,"Searching for the Nordic athletic shoes finished in noir, XXL size.",1,SKU1000291,Nordic Turtleneck,Nordic,Beige,XXL,64.48,Brand: Nordic | Size: XXL,40.79,100.0,Nordic,,XXL,,
DESC0099,"Searching for the Nordic athletic shoes finished in noir, XXL size.",2,SKU1000405,Nordic Pants,Nordic,Gray,XXL,64.08,Brand: Nordic | Size: XXL,40.13,100.0,Nordic,,XXL,,
DESC0099,"Searching for the Nordic athletic shoes finished in noir, XXL size.",3,SKU1000460,Nordic Pants,Nordic,Green,XXL,63.17,Brand: Nordic | Size: XXL,38.62,100.0,Nordic,,XXL,,
DESC0100,"Searching for the Alpine silky top finished in maroon, XL size.",1,SKU1000383,Alpine Shorts,Alpine,Burgundy,XL,65.45,Brand: Alpine | Color: Burgundy | Size: XL,42.41,100.0,Alpine,Burgundy,XL,,
DESC0100,"Searching for the Alpine silky top finished in maroon, XL size.",2,SKU1000203,Alpine Blouse,Alpine,Burgundy,XL,63.95,Brand: Alpine | Color: Burgundy | Size: XL,39.91,100.0,Alpine,Burgundy,XL,,
DESC0100,"Searching for the Alpine silky top finished in maroon, XL size.",3,SKU1000143,Style Vest,Style,Burgundy,XL,50.6,Color: Burgundy | Size: XL,39.89,66.67,Alpine,Burgundy,XL,,
DESC0101,"Do you have the Apline Jeaans in blcak, size S?",1,SKU1000773,Urban Loafers,Urban,Olive,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0101,"Do you have the Apline Jeaans in blcak, size S?",2,SKU1000768,Nordic Loafers,Nordic,Cream,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0101,"Do you have the Apline Jeaans in blcak, size S?",3,SKU1000781,Comfort Sneakers,Comfort,Blue,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0102,"Need black t-shirt that is quick-drying and sweat-wicking for Summer 2025, size M.",1,SKU1000265,Style T-Shirt,Style,Black,M,54.77,Color: Black | Size: M,37.95,80.0,,Black,M,Shirt,Summer 2025
DESC0102,"Need black t-shirt that is quick-drying and sweat-wicking for Summer 2025, size M.",2,SKU1000404,Premium Leggings,Premium,Black,M,47.52,Color: Black | Size: M,25.87,80.0,,Black,M,Shirt,Summer 2025
DESC0102,"Need black t-shirt that is quick-drying and sweat-wicking for Summer 2025, size M.",3,SKU1000538,Nordic Gown,Nordic,Black,M,44.51,Color: Black | Size: M,20.85,80.0,,Black,M,Shirt,Summer 2025
DESC0103,Need Nordic Loafers Blue size XL,1,SKU1000688,Nordic Loafers,Nordic,Blue,XL,88.14,Brand: Nordic | Color: Blue | Size: XL | Type: Loafers,80.23,100.0,Nordic,Blue,XL,Loafers,
DESC0103,Need Nordic Loafers Blue size XL,2,SKU1000658,Nordic Loafers,Nordic,Brown,M,63.26,Brand: Nordic | Type: Loafers,75.8,44.44,Nordic,Blue,XL,Loafers,
DESC0103,Need Nordic Loafers Blue size XL,3,SKU1000648,Nordic Loafers,Nordic,Navy,XXL,58.64,Brand: Nordic | Type: Loafers,68.11,44.44,Nordic,Blue,XL,Loafers,
DESC0104,"Need tan turtleneck that is fast-drying for Spring 2025, size XS.",1,SKU1000237,Classic Turtleneck,Classic,Tan,XS,69.59,Color: Tan | Size: XS | Type: Turtleneck,49.32,100.0,,Tan,XS,Turtleneck,Spring 2025
DESC0104,"Need tan turtleneck that is fast-drying for Spring 2025, size XS.",2,SKU1000285,Nordic Turtleneck,Nordic,Burgundy,XS,44.09,Size: XS | Type: Turtleneck,37.93,53.33,,Tan,XS,Turtleneck,Spring 2025
DESC0104,"Need tan turtleneck that is fast-drying for Spring 2025, size XS.",3,SKU1000273,Premium Turtleneck,Premium,Green,XS,42.73,Size: XS | Type: Turtleneck,35.65,53.33,,Tan,XS,Turtleneck,Spring 2025
DESC0105,Looking for Alpine Sneakers Blue S,1,SKU1000716,Alpine Sneakers,Alpine,Blue,S,85.48,Brand: Alpine | Color: Blue | Size: S | Type: Sneakers,75.8,100.0,Alpine,Blue,S,Sneakers,
DESC0105,Looking for Alpine Sneakers Blue S,2,SKU1000781,Comfort Sneakers,Comfort,Blue,S,52.82,Color: Blue | Size: S | Type: Sneakers,39.88,72.22,Alpine,Blue,S,Sneakers,
DESC0105,Looking for Alpine Sneakers Blue S,3,SKU1000646,Alpine Sneakers,Alpine,Tan,M,49.36,Brand: Alpine | Type: Sneakers,52.64,44.44,Alpine,Blue,S,Sneakers,
DESC0106,"Want gown with airy and no-iron performance, navy in M for Winter 2025.",1,SKU1000550,Style Gown,Style,Navy,M,49.78,Size: M | Type: Gown,38.52,66.67,,Blue,M,Gown,Winter 2025
DESC0106,"Want gown with airy and no-iron performance, navy in M for Winter 2025.",2,SKU1000544,Modern Gown,Modern,Blue,XS,49.36,Color: Blue | Type: Gown,37.83,66.67,,Blue,M,Gown,Winter 2025
DESC0106,"Want gown with airy and no-iron performance, navy in M for Winter 2025.",3,SKU1000689,Classic Heels,Classic,Blue,M,47.63,Color: Blue | Size: M,26.05,80.0,,Blue,M,Gown,Winter 2025
DESC0107,"Do you have the lEite Doafers in oliev, size XXL?",1,SKU1000465,Alpine Pants,Alpine,Beige,XXL,51.53,Size: XXL,19.22,100.0,,,XXL,,
DESC0107,"Do you have the lEite Doafers in oliev, size XXL?",2,SKU1000479,Alpine Leggings,Alpine,Cream,XXL,51.17,Size: XXL,18.61,100.0,,,XXL,,
DESC0107,"Do you have the lEite Doafers in oliev, size XXL?",3,SKU1000296,Essential Polo,Essential,Red,XXL,51.15,Size: XXL,18.58,100.0,,,XXL,,
DESC0108,"I want Essential's ecru gown in S, please.",1,SKU1000505,Essential Gown,Essential,Beige,S,51.93,Brand: Essential | Size: S | Type: Gown,38.41,72.22,Essential,Cream,S,Gown,
DESC0108,"I want Essential's ecru gown in S, please.",2,SKU1000562,Comfort Gown,Comfort,Cream,S,49.14,Color: Cream | Size: S | Type: Gown,33.75,72.22,Essential,Cream,S,Gown,
DESC0108,"I want Essential's ecru gown in S, please.",3,SKU1000637,Nordic Gown,Nordic,Cream,S,48.9,Color: Cream | Size: S | Type: Gown,33.35,72.22,Essential,Cream,S,Gown,
DESC0109,"Do you have the Alpne Skiirt in uream, size L?",1,SKU1000238,Premium Shirt,Premium,Cream,L,40.0,Size: L,0.0,100.0,,,L,,
DESC0109,"Do you have the Alpne Skiirt in uream, size L?",2,SKU1000701,Style Sneakers,Style,Cream,L,40.0,Size: L,0.0,100.0,,,L,,
DESC0109,"Do you have the Alpne Skiirt in uream, size L?",3,SKU1000433,Essential Shorts,Essential,Olive,L,40.0,Size: L,0.0,100.0,,,L,,
DESC0110,Do you carry Premium Jeans for Spring 2025?,1,SKU1000346,Premium Jeans,Premium,Brown,M,93.24,Brand: Premium | Type: Jeans,88.73,100.0,Premium,,,Jeans,Spring 2025
DESC0110,Do you carry Premium Jeans for Spring 2025?,2,SKU1000411,Premium Jeans,Premium,Gray,S,79.83,Brand: Premium | Type: Jeans,79.71,80.0,Premium,,,Jeans,Spring 2025
DESC0110,Do you carry Premium Jeans for Spring 2025?,3,SKU1000426,Premium Jeans,Premium,Olive,M,78.12,Brand: Premium | Type: Jeans,76.87,80.0,Premium,,,Jeans,Spring 2025
DESC0111,Urban Shirt in Navy size XL,1,SKU1000166,Urban Shirt,Urban,Blue,S,70.48,Brand: Urban | Color: Blue | Type: Shirt,69.32,72.22,Urban,Blue,XL,Shirt,
DESC0111,Urban Shirt in Navy size XL,2,SKU1000280,Urban Shirt,Urban,Navy,XL,69.66,Brand: Urban | Size: XL | Type: Shirt,67.96,72.22,Urban,Blue,XL,Shirt,
DESC0111,Urban Shirt in Navy size XL,3,SKU1000274,Urban Shirt,Urban,Blue,M,68.43,Brand: Urban | Color: Blue | Type: Shirt,65.9,72.22,Urban,Blue,XL,Shirt,
DESC0112,"Do you have the Wodern Turtleneeck in rgay, size XXL?",1,SKU1000465,Alpine Pants,Alpine,Beige,XXL,51.53,Size: XXL,19.22,100.0,,,XXL,,
DESC0112,"Do you have the Wodern Turtleneeck in rgay, size XXL?",2,SKU1000479,Alpine Leggings,Alpine,Cream,XXL,51.17,Size: XXL,18.61,100.0,,,XXL,,
DESC0112,"Do you have the Wodern Turtleneeck in rgay, size XXL?",3,SKU1000296,Essential Polo,Essential,Red,XXL,51.15,Size: XXL,18.58,100.0,,,XXL,,
DESC0113,"Need something cotton in a outerwear style, XL size.",1,SKU1000515,Style Sundress,Style,Brown,XL,60.26,Brand: Style | Size: XL,33.77,100.0,Style,,XL,,
DESC0113,"Need something cotton in a outerwear style, XL size.",2,SKU1000143,Style Vest,Style,Burgundy,XL,60.08,Brand: Style | Size: XL,33.46,100.0,Style,,XL,,
DESC0113,"Need something cotton in a outerwear style, XL size.",3,SKU1000449,Style Leggings,Style,Brown,XL,56.86,Brand: Style | Size: XL,28.1,100.0,Style,,XL,,
DESC0114,"Need beige blazer that is high-stretch for Summer 2025, size XS.",1,SKU1000129,Premium Blazer,Premium,Beige,XS,63.17,Color: Beige | Size: XS | Type: Blazer,38.62,100.0,,Beige,XS,Blazer,Summer 2025
DESC0114,"Need beige blazer that is high-stretch for Summer 2025, size XS.",2,SKU1000352,Modern Skirt,Modern,Beige,XS,47.18,Color: Beige | Size: XS,25.3,80.0,,Beige,XS,Blazer,Summer 2025
DESC0114,"Need beige blazer that is high-stretch for Summer 2025, size XS.",3,SKU1000214,Alpine Shirt,Alpine,Beige,XS,44.75,Color: Beige | Size: XS,21.24,80.0,,Beige,XS,Blazer,Summer 2025
DESC0115,"I want Elite's emerald sandals in XS, please.",1,SKU1000682,Elite Sandals,Elite,Burgundy,S,69.61,Brand: Elite | Size: S | Type: Sandals,49.35,100.0,Elite,,S,Sandals,
DESC0115,"I want Elite's emerald sandals in XS, please.",2,SKU1000652,Elite Sandals,Elite,Red,M,54.69,Brand: Elite | Type: Sandals,50.12,61.54,Elite,,S,Sandals,
DESC0115,"I want Elite's emerald sandals in XS, please.",3,SKU1000792,Elite Sandals,Elite,Green,XS,53.47,Brand: Elite | Type: Sandals,48.09,61.54,Elite,,S,Sandals,
DESC0116,"Hello, do you happen to have the charcoal shorts from Comfort in size S? Thanks so much!",1,SKU1000353,Comfort Shorts,Comfort,Charcoal,S,58.67,Brand: Comfort | Size: S | Type: Shorts,49.64,72.22,Comfort,Gray,S,Shorts,
DESC0116,"Hello, do you happen to have the charcoal shorts from Comfort in size S? Thanks so much!",2,SKU1000381,Comfort Jeans,Comfort,Gray,S,49.14,Brand: Comfort | Color: Gray | Size: S,26.34,83.33,Comfort,Gray,S,Shorts,
DESC0116,"Hello, do you happen to have the charcoal shorts from Comfort in size S? Thanks so much!",3,SKU1000338,Comfort Shorts,Comfort,Charcoal,L,46.12,Brand: Comfort | Type: Shorts,47.24,44.44,Comfort,Gray,S,Shorts,
DESC0117,"Looking for nnavy Boost by ordic, size S please.",1,SKU1000716,Alpine Sneakers,Alpine,Blue,S,55.13,Color: Blue | Size: S,25.22,100.0,,Blue,S,,
DESC0117,"Looking for nnavy Boost by ordic, size S please.",2,SKU1000717,Comfort Sandals,Comfort,Blue,S,52.79,Color: Blue | Size: S,21.32,100.0,,Blue,S,,
DESC0117,"Looking for nnavy Boost by ordic, size S please.",3,SKU1000151,Classic Coat,Classic,Blue,S,52.31,Color: Blue | Size: S,20.52,100.0,,Blue,S,,
DESC0118,"Want boots with sweat-wicking performance, green in XXL for Winter 2024.",1,SKU1000765,Modern Boots,Modern,Green,XXL,70.11,Color: Green | Size: XXL | Type: Boots,50.19,100.0,,Green,XXL,Boots,Winter 2024
DESC0118,"Want boots with sweat-wicking performance, green in XXL for Winter 2024.",2,SKU1000790,Alpine Boots,Alpine,Green,XXL,60.24,Color: Green | Size: XXL | Type: Boots,42.63,86.67,,Green,XXL,Boots,Winter 2024
DESC0118,"Want boots with sweat-wicking performance, green in XXL for Winter 2024.",3,SKU1000154,Modern Parka,Modern,Green,XXL,57.48,Color: Green | Size: XXL,42.47,80.0,,Green,XXL,Boots,Winter 2024
DESC0119,"Want gown with sweat-wicking and stretchy performance, white in S for Spring 2024.",1,SKU1000589,Classic Gown,Classic,White,S,65.65,Color: White | Size: S | Type: Gown,42.75,100.0,,White,S,Gown,Spring 2024
DESC0119,"Want gown with sweat-wicking and stretchy performance, white in S for Spring 2024.",2,SKU1000631,Premium Gown,Premium,Brown,S,53.94,Size: S | Type: Gown,45.46,66.67,,White,S,Gown,Spring 2024
DESC0119,"Want gown with sweat-wicking and stretchy performance, white in S for Spring 2024.",3,SKU1000484,Nordic Gown,Nordic,Burgundy,S,48.91,Size: S | Type: Gown,37.07,66.67,,White,S,Gown,Spring 2024
DESC0120,Looking for Essential Gown Beige M,1,SKU1000604,Essential Gown,Essential,Beige,M,91.61,Brand: Essential | Color: Beige | Size: M | Type: Gown,86.01,100.0,Essential,Beige,M,Gown,
DESC0120,Looking for Essential Gown Beige M,2,SKU1000559,Essential Gown,Essential,Beige,L,76.21,Brand: Essential | Color: Beige | Type: Gown,78.87,72.22,Essential,Beige,M,Gown,
DESC0120,Looking for Essential Gown Beige M,3,SKU1000505,Essential Gown,Essential,Beige,S,73.92,Brand: Essential | Color: Beige | Type: Gown,75.05,72.22,Essential,Beige,M,Gown,
DESC0121,Looking for the cobalt sandals from Premium in XXL.,1,SKU1000782,Premium Sandals,Premium,Charcoal,XXL,71.89,Brand: Premium | Size: XXL | Type: Sandals,53.15,100.0,Premium,,XXL,Sandals,
DESC0121,Looking for the cobalt sandals from Premium in XXL.,2,SKU1000692,Premium Sandals,Premium,Blue,XXL,70.25,Brand: Premium | Size: XXL | Type: Sandals,50.42,100.0,Premium,,XXL,Sandals,
DESC0121,Looking for the cobalt sandals from Premium in XXL.,3,SKU1000672,Premium Sandals,Premium,Beige,S,60.99,Brand: Premium | Type: Sandals,60.62,61.54,Premium,,XXL,Sandals,
DESC0122,Need Comfort Jacket Cream size XXL,1,SKU1000132,Comfort Jacket,Comfort,Cream,XXL,81.64,Brand: Comfort | Color: Cream | Size: XXL | Type: Jacket,69.41,100.0,Comfort,Cream,XXL,Jacket,
DESC0122,Need Comfort Jacket Cream size XXL,2,SKU1000047,Comfort Vest,Comfort,Cream,XXL,49.56,Brand: Comfort | Color: Cream | Size: XXL,27.04,83.33,Comfort,Cream,XXL,Jacket,
DESC0122,Need Comfort Jacket Cream size XXL,3,SKU1000126,Comfort Jacket,Comfort,Gray,M,48.56,Brand: Comfort | Type: Jacket,51.31,44.44,Comfort,Cream,XXL,Jacket,
DESC0123,"Looking for heat-retaining brown sandals in M, ideally nylon.",1,SKU1000737,Nordic Sandals,Nordic,Brown,M,69.27,Color: Brown | Size: M | Type: Sandals,48.78,100.0,,Brown,M,Sandals,
DESC0123,"Looking for heat-retaining brown sandals in M, ideally nylon.",2,SKU1000657,Comfort Sandals,Comfort,Brown,L,52.83,Color: Brown | Type: Sandals,47.03,61.54,,Brown,M,Sandals,
DESC0123,"Looking for heat-retaining brown sandals in M, ideally nylon.",3,SKU1000436,Style Jeans,Style,Brown,M,49.0,Color: Brown | Size: M,30.38,76.92,,Brown,M,Sandals,
DESC0124,Looking for Essential Shorts Green L,1,SKU1000408,Essential Shorts,Essential,Green,L,77.71,Brand: Essential | Color: Green | Size: L | Type: Shorts,62.86,100.0,Essential,Green,L,Shorts,
DESC0124,Looking for Essential Shorts Green L,2,SKU1000433,Essential Shorts,Essential,Olive,L,62.46,Brand: Essential | Size: L | Type: Shorts,55.95,72.22,Essential,Green,L,Shorts,
DESC0124,Looking for Essential Shorts Green L,3,SKU1000367,Essential Skirt,Essential,Green,L,54.04,Brand: Essential | Color: Green | Size: L,34.52,83.33,Essential,Green,L,Shorts,
DESC0125,"Good afternoon, do you happen to have the red dress from Style in size L? Thanks in advance!",1,SKU1000534,Style Dress,Style,Red,L,74.06,Brand: Style | Color: Red | Size: L | Type: Dress,56.77,100.0,Style,Red,L,Dress,
DESC0125,"Good afternoon, do you happen to have the red dress from Style in size L? Thanks in advance!",2,SKU1000476,Style Jeans,Style,Red,L,55.32,Brand: Style | Color: Red | Size: L,36.64,83.33,Style,Red,L,Dress,
DESC0125,"Good afternoon, do you happen to have the red dress from Style in size L? Thanks in advance!",3,SKU1000552,Style Dress,Style,Burgundy,XXL,44.28,Brand: Style | Type: Dress,44.17,44.44,Style,Red,L,Dress,
DESC0126,"After Black option in XXL, preferably Jacket.",1,SKU1000072,Urban Jacket,Urban,Black,XXL,66.42,Color: Black | Size: XXL | Type: Jacket,44.03,100.0,,Black,XXL,Jacket,
DESC0126,"After Black option in XXL, preferably Jacket.",2,SKU1000042,Elite Jacket,Elite,Charcoal,XXL,52.18,Size: XXL | Type: Jacket,45.95,61.54,,Black,XXL,Jacket,
DESC0126,"After Black option in XXL, preferably Jacket.",3,SKU1000108,Elite Jacket,Elite,Olive,XXL,51.71,Size: XXL | Type: Jacket,45.16,61.54,,Black,XXL,Jacket,
DESC0127,"Want burgundy option in tops, open to suggestions.",1,SKU1000661,Essential Sneakers,Essential,Burgundy,L,57.41,Color: Burgundy,29.02,100.0,,Burgundy,,,
DESC0127,"Want burgundy option in tops, open to suggestions.",2,SKU1000153,Comfort Blazer,Comfort,Burgundy,M,55.18,Color: Burgundy,25.3,100.0,,Burgundy,,,
DESC0127,"Want burgundy option in tops, open to suggestions.",3,SKU1000030,Classic Jacket,Classic,Burgundy,L,55.18,Color: Burgundy,25.3,100.0,,Burgundy,,,
DESC0128,"After Tan option in XS, preferably Shirt.",1,SKU1000160,Urban Shirt,Urban,Tan,XS,62.48,Color: Tan | Size: XS | Type: Shirt,37.47,100.0,,Tan,XS,Shirt,
DESC0128,"After Tan option in XS, preferably Shirt.",2,SKU1000196,Style Shirt,Style,Tan,XS,62.17,Color: Tan | Size: XS | Type: Shirt,36.95,100.0,,Tan,XS,Shirt,
DESC0128,"After Tan option in XS, preferably Shirt.",3,SKU1000262,Elite Shirt,Elite,Tan,S,45.12,Color: Tan | Type: Shirt,34.18,61.54,,Tan,XS,Shirt,
DESC0129,Do you carry Modern Jeans for Spring 2025?,1,SKU1000466,Modern Jeans,Modern,Tan,XL,87.34,Brand: Modern | Type: Jeans,78.9,100.0,Modern,,,Jeans,Spring 2025
DESC0129,Do you carry Modern Jeans for Spring 2025?,2,SKU1000406,Modern Jeans,Modern,Red,L,81.27,Brand: Modern | Type: Jeans,82.11,80.0,Modern,,,Jeans,Spring 2025
DESC0129,Do you carry Modern Jeans for Spring 2025?,3,SKU1000446,Modern Jeans,Modern,Green,XXL,78.06,Brand: Modern | Type: Jeans,76.77,80.0,Modern,,,Jeans,Spring 2025
DESC0130,"Searching for the Elite shirt finished in cedar brown, XXL size.",1,SKU1000220,Elite Shirt,Elite,Brown,XXL,83.27,Brand: Elite | Color: Brown | Size: XXL | Type: Shirt,72.12,100.0,Elite,Brown,XXL,Shirt,
DESC0130,"Searching for the Elite shirt finished in cedar brown, XXL size.",2,SKU1000163,Elite T-Shirt,Elite,Beige,XXL,53.89,Brand: Elite | Size: XXL,52.78,55.56,Elite,Brown,XXL,Shirt,
DESC0130,"Searching for the Elite shirt finished in cedar brown, XXL size.",3,SKU1000564,Elite Dress,Elite,Brown,XXL,53.29,Brand: Elite | Color: Brown | Size: XXL,33.26,83.33,Elite,Brown,XXL,Shirt,
DESC0131,Looking for the eggshell shirt from Premium in L.,1,SKU1000238,Premium Shirt,Premium,Cream,L,74.02,Brand: Premium | Size: L | Type: Shirt,56.7,100.0,Premium,,L,Shirt,
DESC0131,Looking for the eggshell shirt from Premium in L.,2,SKU1000286,Premium Shirt,Premium,Brown,XXL,53.67,Brand: Premium | Type: Shirt,48.43,61.54,Premium,,L,Shirt,
DESC0131,Looking for the eggshell shirt from Premium in L.,3,SKU1000193,Premium T-Shirt,Premium,Black,M,48.6,Brand: Premium,55.36,38.46,Premium,,L,Shirt,
DESC0132,"I want Style's off-white turtleneck in XXL, please.",1,SKU1000297,Style Turtleneck,Style,White,XXL,74.9,Brand: Style | Color: White | Size: XXL | Type: Turtleneck,58.17,100.0,Style,White,XXL,Turtleneck,
DESC0132,"I want Style's off-white turtleneck in XXL, please.",2,SKU1000231,Style Turtleneck,Style,White,XXL,71.34,Brand: Style | Color: White | Size: XXL | Type: Turtleneck,52.24,100.0,Style,White,XXL,Turtleneck,
DESC0132,"I want Style's off-white turtleneck in XXL, please.",3,SKU1000219,Style Turtleneck,Style,Charcoal,XXL,56.97,Brand: Style | Size: XXL | Type: Turtleneck,46.81,72.22,Style,White,XXL,Turtleneck,
DESC0133,"After Black option in XXL, preferably Pants.",1,SKU1000360,Comfort Pants,Comfort,Black,XXL,63.63,Color: Black | Size: XXL | Type: Pants,39.39,100.0,,Black,XXL,Pants,
DESC0133,"After Black option in XXL, preferably Pants.",2,SKU1000465,Alpine Pants,Alpine,Beige,XXL,53.25,Size: XXL | Type: Pants,47.73,61.54,,Black,XXL,Pants,
DESC0133,"After Black option in XXL, preferably Pants.",3,SKU1000415,Premium Pants,Premium,Tan,XXL,49.45,Size: XXL | Type: Pants,41.39,61.54,,Black,XXL,Pants,
DESC0134,"Hi there, do you happen to have the brown jeans from Urban in size XL? Thanks so much!",1,SKU1000321,Urban Jeans,Urban,Brown,XL,73.31,Brand: Urban | Color: Brown | Size: XL | Type: Jeans,55.51,100.0,Urban,Brown,XL,Jeans,
DESC0134,"Hi there, do you happen to have the brown jeans from Urban in size XL? Thanks so much!",2,SKU1000326,Urban Jeans,Urban,Navy,XL,60.01,Brand: Urban | Size: XL | Type: Jeans,51.87,72.22,Urban,Brown,XL,Jeans,
DESC0134,"Hi there, do you happen to have the brown jeans from Urban in size XL? Thanks so much!",3,SKU1000331,Urban Jeans,Urban,Red,XL,56.15,Brand: Urban | Size: XL | Type: Jeans,45.43,72.22,Urban,Brown,XL,Jeans,
DESC0135,"Good afternoon, I'm checking if you carry the blue turtleneck from Urban in size L? Let me know what's possible.",1,SKU1000201,Urban Turtleneck,Urban,Blue,L,72.3,Brand: Urban | Color: Blue | Size: L | Type: Turtleneck,53.83,100.0,Urban,Blue,L,Turtleneck,
DESC0135,"Good afternoon, I'm checking if you carry the blue turtleneck from Urban in size L? Let me know what's possible.",2,SKU1000309,Urban Turtleneck,Urban,Green,XS,45.92,Brand: Urban | Type: Turtleneck,46.91,44.44,Urban,Blue,L,Turtleneck,
DESC0135,"Good afternoon, I'm checking if you carry the blue turtleneck from Urban in size L? Let me know what's possible.",3,SKU1000189,Urban Turtleneck,Urban,Brown,XL,44.01,Brand: Urban | Type: Turtleneck,43.71,44.44,Urban,Blue,L,Turtleneck,
DESC0136,"Hey team, I'm hoping to order the blue sandals from Modern in size XL? Thanks so much!",1,SKU1000747,Modern Sandals,Modern,Blue,XL,70.49,Brand: Modern | Color: Blue | Size: XL | Type: Sandals,50.82,100.0,Modern,Blue,XL,Sandals,
DESC0136,"Hey team, I'm hoping to order the blue sandals from Modern in size XL? Thanks so much!",2,SKU1000300,Modern Sweater,Modern,Blue,XL,51.95,Brand: Modern | Color: Blue | Size: XL,31.02,83.33,Modern,Blue,XL,Sandals,
DESC0136,"Hey team, I'm hoping to order the blue sandals from Modern in size XL? Thanks so much!",3,SKU1000019,Modern Coat,Modern,Blue,XL,51.1,Brand: Modern | Color: Blue | Size: XL,29.61,83.33,Modern,Blue,XL,Sandals,
DESC0137,Do you have any tops options suitable for Winter 2025?,1,SKU1000359,Nordic Leggings,Nordic,Cream,S,60.36,Text similarity match,33.93,100.0,,,,,Winter 2025
